what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169301611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169301986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169333359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169350650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169362723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169426072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169426274
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1428169433523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169438056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169481434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169494002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169494893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169503355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169529245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169619575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169647590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169665604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169667463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169667697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169670730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428169690574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169692827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169694501
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428169694505
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428169696206
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428169696407
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1428169699636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169700991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169703178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169710234
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428169717353
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428169724206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1428169724207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169728639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428169770083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428169772963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169778574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169781763
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428169817460
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428169819613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1428169819614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169825988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169828397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428169828585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428169833135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428169844045
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428169856856
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1428169856865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428169940163
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428169941832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428169943622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428169983515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428169986991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428170002527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428170008402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428170011675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170032516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170057890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170059691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170065334
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428170082212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428170092112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428170095863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428170099648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428170105748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428170107901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428170111565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428170115452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428170118936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428170120952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428170124693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170126207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170127254
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428170127258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170128427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170508370
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1428170511099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428170513585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170515197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170516258
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428170516262
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428170519050
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428170519273
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1428170527902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428170530869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170533470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170534412
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428170534416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428170549062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170551320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170553114
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428170556775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428170571578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428170579874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428170618815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428170622251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428170637484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170639660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170641325
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428170641330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170647407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170648682
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428170648687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170649743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170650571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170653323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170654250
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428170654255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170660120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170663894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170665120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170667462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170669511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170670798
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428170672337
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428170672551
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428170676562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170683623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428170695527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170701885
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428170701949
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428170702009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428170711121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428170726992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428170733532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428170745109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428170746752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428170757095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428170760637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428170764141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428170784602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170786443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170787524
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428170787530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428170795566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171130303
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428171134677
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428171145225
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428171148575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1428171148824
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428171150288
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1428171150529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428171154776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428171179038
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428171181831
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1428171185120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171185252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171185475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428171199795
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428171201974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171205047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171205863
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1428171205868
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1428171206639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171206748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171206986
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428171214579
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1428171216471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428171232133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428171274782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428171312401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428171312995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428171315846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428171322269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428171344690
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1428171351060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428171376247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428171382035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428171386150
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428171388866
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1428171390572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171390672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171390853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1428171400370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428171401230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171403282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428171403481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428171417982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428171421890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428171425323
